30,2.9328e-15,1.3161e-15,-7.3275e-16,82.92,74.214,62.064,-58.689,-64.701,-51.513,141.61,138.91,113.58,34.683,33.619,24.215,1202.9,1130.2,586.36,0.13106,0.19677,0.52247,2.2943,2.3233,2.8984,1192.9,1120.8,581.47,5399.7,7383.6,7325.9
30,-9.8292e-15,-2.8718e-15,7.5495e-16,69.607,65.61,65.444,-90.382,-65.198,-54.053,159.99,130.81,119.5,41.055,33.751,31.32,1685.5,1139.1,980.93,-0.47583,0.11279,-0.02009,2.2799,1.9272,1.8818,1671.4,1129.6,972.75,-32515,4282.3,-609.51
30,-3.4972e-15,1.7764e-15,2.3685e-16,80.897,79.038,47.67,-69.052,-70.144,-56.318,149.95,149.18,103.99,47.514,44.749,22.596,2257.6,2002.5,510.58,0.12353,0.11383,0.03151,1.5994,1.7141,2.5152,2238.8,1985.8,506.33,13086,10073,359
30,-1.3619e-15,3.4935e-15,2.0576e-15,73.976,65.859,42.442,-66.782,-64.863,-44.263,140.76,130.72,86.705,42.602,40.215,19.487,1814.9,1617.3,379.74,0.14681,0.0072512,-0.18837,1.6085,1.5622,2.6035,1799.8,1603.8,376.57,11209,465.73,-1376.6
30,1.6875e-15,-1.4359e-15,1.7171e-15,65.096,76.627,79.497,-63.362,-59.081,-45.934,128.46,135.71,125.43,38.456,37.194,30.824,1478.8,1383.4,950.15,0.070493,0.37031,0.81205,1.6439,2.0762,2.7919,1466.5,1371.9,942.23,3959,18816,23487
30,-1.7764e-16,1.4507e-15,-3.908e-15,58.518,79.115,68.475,-73.929,-51.186,-54.646,132.45,130.3,123.12,35.973,32.84,31.661,1294.1,1078.4,1002.4,-0.042295,0.36247,0.14131,1.7107,2.0626,2.0971,1283.3,1069.5,994.08,-1944.3,12677,4429.1
30,1.5395e-15,-4.7073e-15,-1.6579e-15,75.362,70.997,54.045,-73.001,-71.957,-38.291,148.36,142.95,92.336,43.978,40.17,19.114,1934,1613.6,365.36,0.089335,0.029082,0.2892,1.5162,1.6384,2.8479,1917.9,1600.2,362.31,7503.5,1861.6,1994.5
30,-1.2434e-15,-3.0198e-15,-1.9244e-15,74.288,77.849,57.167,-75.68,-76.914,-54.032,149.97,154.76,111.2,47.473,45.94,22.599,2253.7,2110.5,510.69,0.051543,-0.034024,0.046149,1.583,1.6983,2.7241,2234.9,2092.9,506.44,5445.8,-3257.7,525.96
30,-2.6645e-15,2.7089e-15,-1.3027e-15,53.246,57.499,70.627,-71.907,-63.885,-39.534,125.15,121.38,110.16,35.102,32.476,26.456,1232.2,1054.7,699.94,-0.28742,-0.017741,0.55712,1.9405,1.91,2.5956,1221.9,1045.9,694.11,-12277,-600.12,10188
30,3.1974e-15,-5.2995e-15,2.6497e-15,72.164,79.424,63.404,-79.594,-72.596,-45.871,151.76,152.02,109.27,44.885,40.807,23.845,2014.6,1665.2,568.61,-0.14009,0.26025,0.3873,1.6743,2.028,2.7822,1997.9,1651.3,563.87,-12510,17464,5185.7
30,-5.3291e-16,2.3093e-15,-2.1834e-16,78.365,71.314,55.195,-71.84,-67.669,-41.366,150.21,138.98,96.561,43.365,41.911,26.97,1880.5,1756.5,727.39,0.14685,-0.042896,0.4199,1.7179,1.6843,1.9679,1864.9,1741.9,721.33,11826,-3118.5,8134.8
30,2.5905e-16,1.7764e-15,2.6645e-16,56.847,52.352,79.369,-66.669,-57.173,-38.958,123.52,109.53,118.33,35.254,30.264,24.763,1242.8,915.9,613.22,-0.024227,-0.036748,0.98599,1.6475,1.9327,3.933,1232.5,908.26,608.11,-1048.3,-1005.9,14786
30,-1.5987e-15,1.8948e-15,2.8422e-15,61.177,64.663,74.796,-61.55,-53.976,-53.023,122.73,118.64,127.82,34.646,32.014,28.348,1200.3,1024.9,803.6,-0.014083,0.29037,0.86442,1.6943,1.9238,3.5622,1190.3,1016.3,796.9,-578.34,9408.2,19446
30,1.9096e-15,-2.1316e-15,1.6579e-15,63.198,60.933,72.548,-70.295,-60.921,-35.411,133.49,121.85,107.96,38.585,34.938,29.043,1488.8,1220.7,843.49,-0.13744,0.055681,1.0632,1.7478,1.7858,2.8917,1476.4,1210.5,836.46,-7797,2345,25722
30,5.2699e-15,9.1778e-16,1.8874e-15,71.894,63.988,68.744,-71.15,-58.433,-37.192,143.04,122.42,105.94,36.905,29.896,21.245,1362,893.79,451.33,-0.16477,0.044715,0.94041,2.0325,2.3676,3.8622,1350.7,886.34,447.57,-8178.9,1179.9,8904.6
30,-2.3315e-15,1.7764e-15,3.3159e-15,56.47,55.757,58.748,-65.702,-58.321,-39.566,122.17,114.08,98.314,32.132,31.365,21.813,1032.5,983.75,475.8,-0.22131,-0.0046202,0.7811,1.8872,2.004,2.9654,1023.9,975.56,471.83,-7250.5,-140.78,8005.6
30,1.7468e-15,9.4739e-16,3.227e-15,63.3,61.849,38.223,-68.282,-61.855,-43.879,131.58,123.7,82.101,39.27,38.334,18.002,1542.1,1469.5,324.07,-0.077566,-0.14719,0.056043,1.6045,1.5592,2.5722,1529.3,1457.3,321.37,-4638.8,-8188.5,322.87
30,1.4211e-15,1.2434e-15,6.5133e-16,65.227,68.916,58.972,-86.682,-74.988,-48.966,151.91,143.9,107.94,43.804,41.95,21.048,1918.8,1759.8,443.03,-0.25744,-0.092575,0.48008,1.8297,1.804,3.0803,1902.8,1745.1,439.34,-21368,-6748.9,4420.9
30,-2.6645e-15,1.8356e-15,3.5527e-16,60.346,57.687,55.33,-72.833,-67.594,-35.725,133.18,125.28,91.054,38.477,36.346,21.967,1480.5,1321,482.57,-0.22694,-0.26949,0.5787,1.7445,1.8365,2.4639,1468.2,1310,478.55,-12767,-12778,6058.1
30,1.7764e-15,-1.1842e-16,4.5001e-15,65.473,68.024,72.511,-82.341,-83.071,-40.754,147.81,151.1,113.26,43.242,40.122,25.344,1869.9,1609.8,642.32,-0.13817,-0.14593,0.83157,1.5555,1.7482,2.9111,1854.3,1596.4,636.97,-11032,-9307.9,13368
30,3.4639e-15,7.6975e-16,-1.0658e-15,53.935,53.164,36.431,-57.676,-56.074,-32.825,111.61,109.24,69.256,37.088,34.079,16.201,1375.5,1161.4,262.47,-0.052648,0.030681,0.061091,1.4716,1.6182,2.5319,1364.1,1151.7,260.29,-2652.4,1199.2,256.54
30,3.227e-15,7.6975e-16,1.0066e-15,55.887,59.445,69.745,-68.97,-67.028,-41.812,124.86,126.47,111.56,41.017,35.76,19.008,1682.4,1278.8,361.31,-0.22965,0.0091051,0.56853,1.5617,1.7954,3.6928,1668.4,1268.1,358.3,-15650,411.16,3855.9
